"Reference1","Reference2","C065","C066","I129","I130","I131","I132","dilution"
10.303,9.944,3.754,4.009,8.492,9.114,6.53,5.933,0.0902636698058397
10.866,10.095,2.797,2.769,6.924,8.466,4.124,3.876,0.0225659174514599
9.851,10.227,2.358,2.304,5.295,6.676,3.047,2.767,0.00564147936286498
8.558,9.456,1.949,2.02,3.438,4.891,2.32,2.268,0.00141036984071624
8.135,8.031,1.955,2.09,2.627,3.244,2.186,2.192,0.000352592460179061
5.686,6.072,1.91,2.015,2.066,2.52,1.942,1.946,8.81481150447653e-05
4.125,4.202,1.81,1.976,1.946,2.009,1.847,1.857,2.20370287611913e-05
2.665,3.027,1.81,1.799,1.857,1.882,1.931,1.89,5.50925719029783e-06
2.233,1.962,1.896,1.857,1.939,1.98,1.812,1.821,1.37731429757446e-06
2.018,2.081,1.878,1.834,1.848,1.682,1.773,1.88,3.44328574393614e-07
1.865,1.877,1.945,1.944,1.809,1.817,1.808,1.98,8.60821435984036e-08
1.915,1.801,1.934,1.871,1.824,1.852,1.954,1.916,2.15205358996009e-08
