"Reference1","Reference2","C003","C004","I005","I006","I007","I008","dilution"
8.181,8.462,4.011,4.448,4.465,7.968,6.697,7.111,0.143938253942339
8.424,8.383,3.203,3.211,3.391,8.151,4.558,6.014,0.0359845634855847
7.847,7.67,2.828,2.735,2.929,7.572,3.721,4.491,0.00899614087139617
7.733,7.902,2.681,2.538,2.78,7.148,2.829,3.523,0.00224903521784904
7.021,6.922,2.565,2.489,2.506,5.08,2.501,2.796,0.000562258804462261
5.822,5.894,2.431,2.541,2.492,4.511,2.639,2.814,0.000140564701115565
4.36,4.779,2.572,2.463,2.394,3.365,2.544,2.555,3.51411752788913e-05
3.404,3.519,2.683,2.43,2.619,2.531,2.412,2.482,8.78529381972282e-06
2.881,2.745,2.367,2.588,2.429,2.564,2.26,2.594,2.19632345493071e-06
2.737,2.683,2.648,2.302,2.396,2.427,2.475,2.265,5.49080863732676e-07
2.619,2.474,2.515,2.515,2.52,2.561,2.536,2.486,1.37270215933169e-07
2.808,2.401,2.647,2.475,2.411,2.54,2.417,2.443,3.43175539832923e-08
