"Reference1","Reference2","C079","C080","I157","I158","I159","I160","dilution"
12.231,11.56,4.933,4.419,11.507,7.221,8.248,12.002,0.139268663809654
12.059,11.819,2.999,2.815,11.362,4.932,6.535,11.412,0.0348171659524135
11.052,11.495,2.208,1.941,11.446,3.13,4.192,11.561,0.00870429148810337
10.792,10.106,1.752,1.728,10.792,2.255,2.784,10.667,0.00217607287202584
9.896,9.631,1.615,1.706,9.224,2.011,2.069,9.762,0.00054401821800646
6.948,6.866,1.498,1.638,6.965,1.739,1.725,7.175,0.000136004554501615
4.869,4.453,1.522,1.609,4.753,1.59,1.777,4.582,3.40011386254038e-05
3.32,3.041,1.561,1.587,3.034,1.417,1.476,2.919,8.50028465635095e-06
2.263,2.123,1.597,1.574,2.153,1.605,1.544,2.126,2.12507116408774e-06
1.628,1.755,1.527,1.66,1.823,1.586,1.668,1.864,5.31267791021934e-07
1.714,1.611,1.465,1.5,1.609,1.678,1.641,1.575,1.32816947755484e-07
1.53,1.748,1.615,1.589,1.568,1.506,1.591,1.534,3.32042369388709e-08
