"Reference1","Reference2","C235","C236","I469","I470","I471","I472","dilution"
10.686,10.723,4.488,4.268,8.262,10.618,8.286,10.14,0.125658749531105
10.174,10.716,2.971,2.706,7.032,10.455,6.292,8.994,0.0314146873827763
9.932,10.814,2.19,2.137,5.03,10.395,3.873,7.397,0.00785367184569407
9.367,9.728,1.79,1.771,3.153,9.994,2.617,5.547,0.00196341796142352
8.314,8.305,1.635,1.796,2.431,8.289,2.116,3.385,0.000490854490355879
6.446,6.139,1.751,1.794,1.92,6.344,1.761,2.679,0.00012271362258897
4.714,4.058,1.664,1.597,1.748,4.178,1.736,2.011,3.06784056472425e-05
2.899,2.955,1.65,1.6,1.882,3.042,1.713,1.861,7.66960141181062e-06
2.353,2.053,1.77,1.845,1.808,2.253,1.64,1.847,1.91740035295265e-06
1.848,1.923,1.713,1.828,1.693,2.055,1.743,1.773,4.79350088238163e-07
1.727,1.774,1.653,1.656,1.87,1.859,1.64,1.654,1.19837522059541e-07
1.599,1.775,1.693,1.674,1.793,1.642,1.649,1.779,2.99593805148852e-08
