"Reference1","Reference2","C073","C074","I145","I146","I147","I148","dilution"
10.206,8.953,4.015,3.819,9.3,5.74,8.728,9.213,0.137966251030004
9.36,9.19,2.839,3.118,8.139,4.327,8.941,8.548,0.0344915627575009
8.209,8.781,2.373,2.443,7.689,2.765,8.588,7.562,0.00862289068937523
8.545,8.361,2.159,2.152,6.096,2.293,7.371,5.17,0.00215572267234381
7.873,7.88,2.116,2.168,4.526,2.024,6.153,4.064,0.000538930668085952
5.142,6.063,1.818,1.897,3.318,2.087,4.472,2.965,0.000134732667021488
3.964,4.448,2.03,2.108,2.694,1.879,3.061,2.547,3.3683166755372e-05
3.214,2.788,1.909,1.973,2.125,1.953,2.564,2.047,8.420791688843e-06
2.319,2.379,2.065,2.049,2.154,1.939,2.1,1.913,2.10519792221075e-06
2.034,2.103,2.027,2.031,2.084,1.997,2.254,1.911,5.26299480552687e-07
1.891,1.91,1.904,2.058,1.824,1.922,2.037,2.021,1.31574870138172e-07
2.058,1.911,2.038,1.978,1.989,2.046,1.967,2.041,3.2893717534543e-08
