"Reference1","Reference2","C035","C036","I069","I070","I071","I072","dilution"
10.932,11.142,5.348,5.153,5.191,10.811,10.626,5.34,0.15329582904142
11.652,10.962,3.814,3.92,3.932,10.469,11.382,3.901,0.0383239572603549
11.674,10.639,3.225,3.126,2.978,9.903,11.693,2.937,0.00958098931508873
10.587,10.248,2.865,2.802,2.6,8.564,10.41,2.823,0.00239524732877218
9.894,9.859,2.716,2.527,2.464,6.98,9.017,2.827,0.000598811832193045
7.801,7.602,2.762,2.781,2.706,5.249,7.551,2.792,0.000149702958048261
5.68,5.278,2.665,2.87,2.478,3.825,5.653,2.458,3.74257395120653e-05
4.053,4.012,2.769,2.541,2.6,3.311,4.007,2.505,9.35643487801633e-06
3.266,3.312,2.869,2.668,2.693,2.828,3.478,2.802,2.33910871950408e-06
2.744,2.962,2.477,2.808,2.509,2.719,2.863,2.514,5.84777179876021e-07
2.652,2.814,2.495,2.61,2.685,2.702,2.727,2.881,1.46194294969005e-07
2.717,2.871,2.503,2.851,2.624,2.936,2.679,2.669,3.65485737422513e-08
