"Reference1","Reference2","C011","C012","I021","I022","I023","I024","dilution"
11.132,11.297,5.134,4.855,6.747,9.351,10.108,10.925,0.173695969924197
12.003,11.469,3.313,3.504,4.216,6.749,9.437,10.531,0.0434239924810493
11.228,11.261,2.989,2.845,3.466,5.356,7.556,8.651,0.0108559981202623
10.539,10.913,2.56,2.23,2.468,3.82,5.56,5.988,0.00271399953006558
9.678,9.827,2.298,2.169,2.3,2.979,3.409,4.752,0.000678499882516395
7.638,7.914,2.182,2.205,1.927,2.307,2.781,3.299,0.000169624970629099
6.27,4.976,2.224,2.256,2.082,2.226,2.359,2.598,4.24062426572747e-05
3.961,3.549,2.069,2.14,2.13,2.338,2.338,2.327,1.06015606643187e-05
2.941,2.885,2.4,2.324,2.262,2.068,2.379,2.27,2.65039016607967e-06
2.268,2.475,2.05,2.117,1.97,2.038,2.075,2.088,6.62597541519917e-07
2.224,2.215,1.981,1.922,2.141,2.094,1.982,1.949,1.65649385379979e-07
2.062,2.087,2.168,2.137,1.976,2.256,2.086,2.239,4.14123463449948e-08
