"Reference1","Reference2","C341","C342","I681","I682","I683","I684","dilution"
7.201,7.45,2.702,2.858,6.658,7.334,7.066,7.232,0.105756469423647
7.233,7.019,1.792,2.025,6.145,7.212,7.402,7.112,0.0264391173559116
7.148,6.894,1.522,1.54,4.606,6.91,7.022,6.672,0.00660977933897791
6.728,6.733,1.411,1.371,3.103,6.494,6.374,6.571,0.00165244483474448
5.208,5.755,1.266,1.259,2.06,5.82,5.011,6.104,0.000413111208686119
4.51,4.212,1.25,1.249,1.582,4.332,3.529,4.645,0.00010327780217153
2.811,3.079,1.216,1.12,1.422,3.05,2.395,3.126,2.58194505428825e-05
1.921,1.865,1.32,1.234,1.37,2.024,1.776,2.179,6.45486263572061e-06
1.639,1.485,1.323,1.264,1.31,1.612,1.497,1.664,1.61371565893015e-06
1.358,1.443,1.129,1.264,1.272,1.365,1.289,1.377,4.03428914732538e-07
1.203,1.266,1.3,1.112,1.211,1.337,1.278,1.283,1.00857228683135e-07
1.244,1.376,1.155,1.16,1.27,1.369,1.287,1.281,2.52143071707837e-08
