"Reference1","Reference2","C183","C184","I365","I366","I367","I368","dilution"
11.114,10.724,4.591,4.524,11.684,10.598,11.386,11.187,0.11156674701789
11.169,11.543,3.268,3.288,11.255,11.95,11.135,11.478,0.0278916867544725
11.203,11.061,2.558,2.449,10.803,9.632,11.251,10.464,0.00697292168861812
10.116,10.673,2.421,2.465,9.952,8.818,10.641,10.393,0.00174323042215453
8.711,8.816,2.224,2.222,8.499,5.292,9.121,8.342,0.000435807605538632
6.257,6.752,2.105,2.205,6.951,3.963,7.118,6.07,0.000108951901384658
4.505,4.632,2.173,2.004,4.401,2.903,5.164,4.195,2.72379753461645e-05
3.377,3.272,1.959,2.08,3.423,2.423,3.593,3.271,6.80949383654113e-06
2.667,2.642,1.941,2.079,2.791,2.358,2.865,2.433,1.70237345913528e-06
2.439,2.317,2.33,2.039,2.41,2.028,2.214,2.387,4.25593364783821e-07
1.99,2.309,2.106,2.181,2.153,2.096,2.241,2.213,1.06398341195955e-07
2.12,1.988,2.063,2.135,2.151,2.241,2.272,2.2,2.65995852989888e-08
