"Reference1","Reference2","C083","C084","I165","I166","I167","I168","dilution"
12.714,13.095,5.778,5.482,5.06,12.655,5.623,7.682,0.122554146648193
12.603,12.492,3.881,3.927,3.897,12.41,4.144,5.579,0.0306385366620482
12.553,13.215,2.945,3.381,3.401,10.51,3.058,3.965,0.00765963416551206
11.522,11.822,3.067,2.904,3.017,9.231,2.961,3.047,0.00191490854137801
11.005,10.462,2.627,2.917,2.865,6.395,2.845,2.829,0.000478727135344504
8.436,9.071,2.641,3.142,2.788,4.427,2.985,2.975,0.000119681783836126
6.153,6.563,2.73,2.734,2.63,3.506,2.729,2.704,2.99204459590315e-05
4.478,4.203,2.731,2.73,2.636,3.019,2.801,2.706,7.48011148975787e-06
3.343,3.345,2.729,2.772,2.788,3.041,2.802,2.901,1.87002787243947e-06
2.679,3.106,2.696,2.554,2.764,2.758,2.861,2.826,4.67506968109867e-07
2.626,2.877,2.898,3.084,2.501,3.032,2.836,2.897,1.16876742027467e-07
2.952,2.782,2.794,2.48,2.598,2.755,2.773,2.66,2.92191855068667e-08
