"Reference1","Reference2","C133","C134","I265","I266","I267","I268","dilution"
6.444,6.545,3.06,3.077,6.728,5.608,3.197,5.293,0.0843514554526051
6.611,6.651,2.359,2.611,6.765,4.881,2.388,3.944,0.0210878638631513
6.548,6.263,2.184,2.361,6.491,4.402,2.348,3.145,0.00527196596578782
6.045,6.44,2.088,2.08,5.974,3.234,2.132,2.641,0.00131799149144696
5.072,5.347,2.041,2.137,5.542,2.533,1.932,2.009,0.000329497872861739
4.257,4.331,1.856,1.846,4.58,2.252,2.08,2.112,8.23744682154347e-05
3.279,3.281,1.949,2.178,2.819,2.13,1.857,2.024,2.05936170538587e-05
2.641,2.306,2.007,2.111,2.553,1.986,1.977,2.066,5.14840426346467e-06
2.084,2.386,1.992,1.953,2.202,2.067,1.93,2.022,1.28710106586617e-06
2.152,2.121,2.06,1.99,2.11,2.06,1.929,2.028,3.21775266466542e-07
2.192,2.003,2.159,1.851,2.113,1.992,1.931,2.174,8.04438166166355e-08
1.942,1.933,1.987,2.15,2.116,2.162,1.825,2.151,2.01109541541589e-08
