"Reference1","Reference2","C009","C010","I017","I018","I019","I020","dilution"
9.083,8.999,3.616,4.191,3.727,5.394,9.15,8.516,0.105206513813516
8.608,8.922,2.886,2.791,2.673,4.695,9.261,7.963,0.026301628453379
8.795,8.928,2.32,2.707,2.367,3.075,8.78,7.173,0.00657540711334475
8.133,8.335,2.081,2.318,2.132,2.42,7.937,5.047,0.00164385177833619
6.94,7.172,2.233,2.054,1.95,2.262,7.317,3.578,0.000410962944584047
5.499,5.402,2.108,2.011,1.836,2.03,5.931,2.533,0.000102740736146012
3.866,3.625,1.918,2.117,1.877,2.019,3.891,2.183,2.56851840365029e-05
2.81,2.678,2.134,1.899,2.034,1.896,3.007,1.975,6.42129600912573e-06
2.489,2.319,1.935,1.969,2.037,1.885,2.229,2.072,1.60532400228143e-06
2.337,2.265,1.969,2.012,2.041,1.911,2.132,1.917,4.01331000570358e-07
1.946,2.269,1.985,1.912,1.976,1.936,2.098,1.793,1.0033275014259e-07
1.982,1.855,1.83,1.892,2.032,1.881,2.055,2.082,2.50831875356474e-08
