"Reference1","Reference2","C331","C332","I661","I662","I663","I664","dilution"
9.74,10.241,4.159,3.892,9.617,10.005,9.437,4.457,0.115051731809303
9.726,9.309,2.956,2.961,9.604,8.98,10.436,3.044,0.0287629329523258
8.894,9.72,2.384,2.532,9.421,8.098,9.338,2.64,0.00719073323808146
9.213,8.449,2.089,2.245,8.025,6.865,8.623,2.329,0.00179768330952036
8.025,7.795,2.015,1.997,7.918,4.694,7.719,1.967,0.000449420827380091
5.766,6.002,2.086,2.209,6.034,3.309,5.611,2.234,0.000112355206845023
4.112,4.117,2.227,2.205,3.757,3.066,3.972,2.041,2.80888017112557e-05
3.111,3.151,2.069,2.11,3.093,2.316,2.913,1.95,7.02220042781392e-06
2.573,2.389,2.122,1.92,2.499,2.218,2.387,2.141,1.75555010695348e-06
2.224,2.363,2.111,2.133,2.048,2.215,2.109,2.001,4.3888752673837e-07
2.233,1.913,2.028,2.081,2.117,2.07,2.144,2.149,1.09721881684593e-07
1.999,2.05,1.987,2.196,2.004,2.056,2.171,2.128,2.74304704211481e-08
