"Reference1","Reference2","C265","C266","I529","I530","I531","I532","dilution"
11.903,12.415,5.248,4.953,12.897,11.987,5.239,12.512,0.153776263689593
12.534,13.13,3.636,3.568,12.279,11.062,3.217,12.444,0.0384440659223981
13.691,13.259,2.402,2.525,12.923,8.802,2.351,12.482,0.00961101648059954
12.304,11.991,2.136,2.118,12.278,6.256,2.143,10.834,0.00240275412014988
11.098,10.41,1.898,2.04,9.694,4.126,1.991,9.415,0.000600688530037471
7.342,8.193,1.874,1.792,8.391,2.857,1.948,6.557,0.000150172132509368
6.001,5.123,1.871,1.897,5.246,2.311,1.841,4.988,3.75430331273419e-05
3.521,3.463,1.645,1.767,4.19,1.945,1.891,3.275,9.38575828183548e-06
2.627,2.618,1.859,1.904,2.613,1.841,1.862,2.323,2.34643957045887e-06
2.197,1.909,1.837,1.899,2.145,1.996,1.784,2.158,5.86609892614718e-07
1.903,1.806,1.857,1.824,1.925,1.965,1.966,1.869,1.46652473153679e-07
1.756,1.717,1.828,1.876,1.823,1.895,1.854,1.851,3.66631182884199e-08
