"Reference1","Reference2","C169","C170","I337","I338","I339","I340","dilution"
8.87,8.921,3.706,3.614,8.569,8.805,9.049,8.701,0.146500397475938
8.192,8.91,2.745,2.558,8.89,9.007,8.682,8.482,0.0366250993689845
8.595,8.925,2.072,1.994,8.779,8.443,8.133,7.768,0.00915627484224612
7.593,8.047,1.665,1.94,8.028,8.077,7.634,6.941,0.00228906871056153
7.021,6.942,1.725,1.756,6.883,7.194,6.063,5.451,0.000572267177640383
5.832,5.262,1.743,1.754,5.133,6.4,4.768,3.44,0.000143066794410096
4.171,3.961,1.698,1.663,3.4,3.854,3.215,2.241,3.57666986025239e-05
2.738,2.644,1.657,1.677,2.364,2.538,2.272,1.89,8.94167465063098e-06
2.043,2.039,1.623,1.795,2.061,2.209,1.91,1.938,2.23541866265775e-06
2.077,1.784,1.583,1.617,1.624,1.896,1.835,1.821,5.58854665664436e-07
1.719,1.762,1.715,1.686,1.761,1.776,1.789,1.582,1.39713666416109e-07
1.542,1.649,1.82,1.731,1.511,1.793,1.745,1.694,3.49284166040273e-08
