"Reference1","Reference2","C315","C316","I629","I630","I631","I632","dilution"
9.794,10.111,4.825,4.539,4.695,4.495,10.07,9.089,0.137950974456956
9.265,9.676,3.436,3.653,3.313,3.814,9.742,8.764,0.034487743614239
9.742,9.561,2.978,2.766,2.791,2.743,9.87,7.178,0.00862193590355975
9.262,8.817,2.558,2.911,2.695,2.626,9.301,5.542,0.00215548397588994
8.19,7.302,2.446,2.407,2.665,2.626,8.321,4.363,0.000538870993972484
6.478,6.302,2.723,2.712,2.532,2.356,7.532,3.258,0.000134717748493121
4.633,5.011,2.522,2.604,2.581,2.303,5.779,2.796,3.36794371232803e-05
3.305,3.688,2.371,2.345,2.485,2.478,3.945,2.451,8.41985928082007e-06
2.916,2.855,2.427,2.326,2.459,2.515,3.029,2.671,2.10496482020502e-06
2.629,2.658,2.561,2.351,2.59,2.393,2.848,2.413,5.26241205051254e-07
2.62,2.396,2.44,2.571,2.558,2.716,2.444,2.512,1.31560301262814e-07
2.532,2.305,2.307,2.523,2.583,2.27,2.305,2.39,3.28900753157034e-08
