"Reference1","Reference2","C165","C166","I329","I330","I331","I332","dilution"
11.016,10.519,4.293,4.354,4.757,11.038,11.008,4.49,0.126183164391538
10.964,10.651,3.601,3.375,3.36,10.871,9.91,3.379,0.0315457910978845
10.58,10.811,2.629,2.523,2.602,11.227,8.983,2.56,0.00788644777447112
9.991,10.188,2.478,2.364,2.494,10.831,7.144,2.458,0.00197161194361778
9.112,9.15,2.395,2.508,2.267,8.782,4.256,2.082,0.000492902985904445
6.785,6.227,2.224,2.231,2.273,7.105,3.382,2.221,0.000123225746476111
5.499,4.874,2.179,2.212,2.356,5.249,2.559,2.128,3.08064366190278e-05
3.58,3.615,2.2,2.088,2.222,3.511,2.396,2.249,7.70160915475696e-06
2.937,2.897,2.094,2.087,2.184,2.796,2.352,2.301,1.92540228868924e-06
2.309,2.401,2.171,2.343,2.23,2.43,2.221,2.261,4.8135057217231e-07
2.303,2.114,2.254,2.121,2.263,2.421,2.094,2.266,1.20337643043077e-07
2.249,1.974,2.206,2.164,2.212,2.097,2.212,2.373,3.00844107607694e-08
