"Reference1","Reference2","C053","C054","I105","I106","I107","I108","dilution"
11.886,11.856,5.251,5.095,5.591,11.206,11.414,10.386,0.136911954537871
12.357,12.491,3.678,4.187,3.182,12.455,12.378,8.552,0.0342279886344677
11.833,11.195,2.695,2.616,2.744,11.287,11.459,6.26,0.00855699715861693
10.981,11.545,2.642,2.732,2.737,11.185,11.245,4.201,0.00213924928965423
9.709,10.053,2.379,2.293,2.447,9.932,9.326,3.316,0.000534812322413558
7.731,7.853,2.29,2.633,2.475,8.201,7.446,2.74,0.000133703080603389
5.242,5.273,2.407,2.467,2.269,5.725,5.468,2.568,3.34257701508474e-05
3.711,4.008,2.406,2.364,2.521,3.78,3.668,2.293,8.35644253771184e-06
2.94,3.22,2.535,2.522,2.066,3.138,2.642,2.612,2.08911063442796e-06
2.585,2.52,2.526,2.578,2.386,2.755,2.885,2.556,5.2227765860699e-07
2.353,2.78,2.214,2.505,2.398,2.383,2.573,2.708,1.30569414651748e-07
2.474,2.393,2.362,2.177,2.506,2.513,2.4,2.345,3.26423536629369e-08
