"Reference1","Reference2","C089","C090","I177","I178","I179","I180","dilution"
7.76,7.837,3.566,3.65,7.246,7.639,4.254,7.299,0.106015353719765
7.571,7.8,2.945,2.791,6.975,7.907,3.262,7.702,0.0265038384299413
7.316,7.25,2.47,2.511,6.473,7.074,2.666,7.373,0.00662595960748533
7.064,7.057,2.219,2.182,5.369,6.551,2.389,6.498,0.00165648990187133
5.968,5.638,2.199,2.299,4.111,6.544,2.492,5.344,0.000414122475467833
5.075,4.981,2.152,2.256,3.04,5.358,2.052,4.328,0.000103530618866958
3.677,3.747,2.307,2.063,2.468,3.852,2.121,3.256,2.58826547167396e-05
2.874,3.204,2.04,2.169,2.386,2.73,2.073,2.383,6.47066367918489e-06
2.655,2.431,2.249,2.143,2.282,2.496,2.225,2.397,1.61766591979622e-06
2.277,2.284,2.322,2.037,2.131,2.226,2.282,2.27,4.04416479949056e-07
2.136,2.311,2.222,2.113,2.108,2.109,2.209,1.965,1.01104119987264e-07
2.163,2.324,2.261,2.172,2.111,2.005,2.292,2.169,2.5276029996816e-08
