"Reference1","Reference2","C185","C186","I369","I370","I371","I372","dilution"
10.567,10.664,4.267,3.614,4.488,10.824,10.742,10.492,0.129878468101059
10.8,11.073,2.545,2.471,2.551,8.144,10.456,10.797,0.0324696170252648
10.507,11.048,1.794,1.833,1.888,6.773,10.335,10.564,0.00811740425631619
10.315,10.057,1.616,1.47,1.682,4.127,9.747,9.631,0.00202935106407905
8.759,8.421,1.386,1.426,1.493,2.759,8.488,8.355,0.000507337766019762
5.867,6.219,1.44,1.351,1.425,1.894,6.547,6.119,0.00012683444150494
3.766,4.115,1.293,1.244,1.349,1.558,3.934,3.979,3.17086103762351e-05
2.742,2.837,1.31,1.413,1.289,1.411,2.583,2.553,7.92715259405878e-06
1.855,1.926,1.317,1.256,1.251,1.321,1.888,1.956,1.9817881485147e-06
1.569,1.627,1.198,1.252,1.287,1.167,1.621,1.659,4.95447037128674e-07
1.458,1.429,1.345,1.406,1.333,1.574,1.367,1.609,1.23861759282168e-07
1.365,1.343,1.371,1.369,1.253,1.335,1.394,1.445,3.09654398205421e-08
