"Reference1","Reference2","C287","C288","I573","I574","I575","I576","dilution"
12.551,13.764,5.069,5.721,13.145,12.928,10.777,12.962,0.147074274488347
13.482,12.71,3.558,3.741,13.355,13.134,7.155,13.369,0.0367685686220868
13.174,13.285,2.42,2.544,13.453,13.1,4.732,12.803,0.0091921421555217
12.89,11.921,2.34,2.396,12.368,11.282,3.216,11.201,0.00229803553888042
10.976,10.31,2.091,2.011,11.722,10.414,2.57,10.898,0.000574508884720106
8.259,8.246,1.983,1.834,8.742,8.073,2.327,8.715,0.000143627221180027
5.841,5.837,1.91,2,7.367,5.082,2.158,5.705,3.59068052950066e-05
3.553,3.663,2.028,1.915,4.609,3.674,1.937,4.082,8.97670132375166e-06
2.731,2.777,2.068,2.064,3.062,2.504,1.78,2.484,2.24417533093791e-06
2.337,2.173,1.975,2.065,2.315,2.087,1.937,2.243,5.61043832734479e-07
2.045,2.065,1.922,1.927,2.037,2.272,1.99,1.869,1.4026095818362e-07
2.064,2.039,1.984,1.945,2.082,2.052,1.767,2.157,3.50652395459049e-08
