"Reference1","Reference2","C255","C256","I509","I510","I511","I512","dilution"
9.095,9.384,3.955,3.782,9.216,9.162,5.016,9.221,0.0543394630078883
8.741,9.096,2.79,2.926,8.858,10.151,3.877,7.882,0.0135848657519721
8.853,8.995,2.586,2.456,8.672,9.162,2.835,6.47,0.00339621643799302
8.14,8.215,2.428,2.402,8.335,8.311,2.479,5.08,0.000849054109498255
6.986,6.988,2.348,2.45,6.804,6.844,2.485,3.779,0.000212263527374564
4.736,4.516,2.312,2.477,5.317,5.119,2.575,2.899,5.30658818436409e-05
3.667,3.509,2.643,2.465,3.703,3.83,2.361,2.63,1.32664704609102e-05
2.947,2.962,2.424,2.302,3.15,2.799,2.292,2.64,3.31661761522756e-06
2.87,2.671,2.575,2.254,2.729,2.767,2.419,2.458,8.29154403806889e-07
2.445,2.46,2.508,2.594,2.517,2.459,2.412,2.51,2.07288600951722e-07
2.508,2.384,2.313,2.612,2.417,2.271,2.589,2.36,5.18221502379306e-08
2.643,2.553,2.484,2.222,2.268,2.541,2.392,2.524,1.29555375594826e-08
