"Reference1","Reference2","C213","C214","I425","I426","I427","I428","dilution"
12.459,12.775,3.973,4.032,4.54,12.311,12.955,8.239,0.0811592755018034
12.429,12.422,2.592,2.567,2.616,13.111,11.615,5.819,0.0202898188754508
12.279,12.396,2.066,1.778,2.03,11.404,12.01,3.498,0.00507245471886271
10.768,12.061,1.61,1.507,1.79,11.15,11.72,2.217,0.00126811367971568
9.324,10.162,1.489,1.482,1.467,9.506,9.687,1.656,0.000317028419928919
7.216,6.695,1.288,1.533,1.457,7.263,6.763,1.561,7.92571049822298e-05
4.438,4.724,1.509,1.374,1.364,4.288,4.085,1.295,1.98142762455575e-05
2.735,2.99,1.476,1.464,1.425,2.553,2.718,1.455,4.95356906138936e-06
1.949,1.935,1.444,1.356,1.325,1.983,1.945,1.393,1.23839226534734e-06
1.636,1.688,1.434,1.45,1.294,1.64,1.614,1.43,3.09598066336835e-07
1.525,1.557,1.441,1.436,1.445,1.404,1.441,1.458,7.73995165842088e-08
1.42,1.445,1.402,1.469,1.414,1.449,1.365,1.308,1.93498791460522e-08
