"Reference1","Reference2","C145","C146","I289","I290","I291","I292","dilution"
8.201,8.226,3.639,3.504,8.367,8.174,7.859,7.761,0.117104880516367
8.227,7.713,2.764,2.629,8.344,7.131,8.176,8.346,0.0292762201290917
8.342,8.19,2.295,2.35,8.067,6.609,7.687,8.016,0.00731905503227294
7.831,6.811,2.24,1.956,7.474,5.706,6.783,7.631,0.00182976375806823
7.04,6.458,1.955,2.025,6.039,4.153,4.819,6.342,0.000457440939517059
5.388,5.18,1.991,2.044,4.959,2.677,3.876,5.168,0.000114360234879265
4.145,3.859,1.658,1.881,3.724,2.293,2.711,3.658,2.85900587198162e-05
2.811,2.549,1.852,1.837,2.574,2.091,2.19,2.617,7.14751467995404e-06
2.346,2.396,1.931,2.003,2.326,1.92,2.163,2.414,1.78687866998851e-06
2.169,2.038,2.137,1.749,2.13,1.903,1.984,2.022,4.46719667497127e-07
1.974,2.052,1.955,2.045,2.009,1.979,2.128,1.976,1.11679916874282e-07
2.009,2.012,1.984,1.765,1.946,1.892,1.984,1.957,2.79199792185705e-08
