"Reference1","Reference2","C301","C302","I601","I602","I603","I604","dilution"
10.576,10.434,4.74,4.318,10.35,10.49,5.343,10.33,0.109479033085544
10.463,11.189,3.48,3.411,10.61,11.085,4.127,9.68,0.027369758271386
10.323,10.859,3.119,2.998,10.482,10.452,3.038,8.845,0.00684243956784649
9.245,9.336,2.729,2.551,9.614,9.313,2.742,6.946,0.00171060989196162
8.375,8.184,2.711,2.613,8.333,8.514,2.756,5.467,0.000427652472990406
6.586,7.299,2.604,2.663,6.301,7.142,2.541,4.109,0.000106913118247601
4.778,4.982,2.354,2.692,4.796,5.138,2.722,3.009,2.67282795619004e-05
3.863,3.638,2.626,2.681,3.66,3.706,2.74,2.849,6.68206989047509e-06
3.252,3.132,2.552,2.711,2.818,3.282,2.567,2.534,1.67051747261877e-06
2.666,2.901,2.528,2.877,2.618,2.674,2.656,2.611,4.17629368154693e-07
2.831,2.672,2.437,2.59,2.524,2.658,2.557,2.458,1.04407342038673e-07
2.788,2.805,2.655,2.623,2.403,2.795,2.531,2.617,2.61018355096683e-08
