"Reference1","Reference2","C207","C208","I413","I414","I415","I416","dilution"
7.466,7.743,3.446,3.365,5.179,7.195,6.278,7.255,0.131472292727242
7.28,7.774,2.691,2.584,4.207,6.653,5.464,7.608,0.0328680731818105
7.107,7.312,2.363,2.523,3.036,5.042,4.299,7.685,0.00821701829545261
7.134,6.849,2.436,2.127,2.378,4.489,3.116,7.13,0.00205425457386315
6.077,5.979,1.949,2.362,2.156,3.358,2.385,5.288,0.000513563643465788
5.215,4.997,2.114,2.201,2.387,2.735,2.261,5.162,0.000128390910866447
3.829,3.638,2.166,2.02,2.129,2.262,2.187,3.836,3.20977277166118e-05
2.691,2.978,2.05,2.141,2.053,2.059,1.896,2.983,8.02443192915294e-06
2.598,2.507,2.106,2.021,2.05,2.134,2.073,2.637,2.00610798228824e-06
2.361,2.29,2.078,2.096,1.956,1.93,2.091,2.288,5.01526995572059e-07
2.01,1.995,1.977,2.037,2.205,2.174,2.095,2.147,1.25381748893015e-07
2.049,2.068,2.092,2.08,2.15,2.05,2.056,2.051,3.13454372232537e-08
