"Reference1","Reference2","C293","C294","I585","I586","I587","I588","dilution"
13.709,14.312,6.555,6.278,15.003,8.706,10.169,14.461,0.149314874834581
14.249,14.035,4.55,4.878,15.455,6.002,7.766,15.208,0.0373287187086453
14.498,13.712,3.196,3.445,14.368,4.365,4.968,13.955,0.00933217967716131
13.237,13.636,3.024,3.198,12.883,3.401,3.642,14.261,0.00233304491929033
11.593,12.016,2.906,2.916,11.339,3.214,3.327,12.841,0.000583261229822582
10.017,9.345,2.815,2.833,8.698,3.106,2.814,10.395,0.000145815307455646
6.799,6.355,2.839,2.923,5.805,3.018,2.964,6.894,3.64538268639114e-05
4.792,4.64,2.631,2.969,4.337,2.596,2.715,4.59,9.11345671597785e-06
3.509,3.712,2.535,2.913,3.831,2.907,2.856,3.764,2.27836417899446e-06
3.088,3.079,2.38,2.692,3.065,2.965,2.839,3.453,5.69591044748615e-07
2.964,2.961,2.61,2.738,2.793,2.697,3.213,2.885,1.42397761187154e-07
2.818,3.145,2.749,2.854,2.776,2.892,3.038,2.832,3.55994402967885e-08
