"Reference1","Reference2","C245","C246","I489","I490","I491","I492","dilution"
6.817,7.231,3.279,3.32,6.569,7.144,7.398,7.004,0.0977234688464146
7.044,6.99,3.077,3.044,5.732,6.961,6.861,6.695,0.0244308672116036
7.283,6.992,2.763,2.632,4.548,6.746,6.784,5.362,0.00610771680290091
6.783,6.42,2.508,2.445,3.833,5.318,5.556,4.632,0.00152692920072523
6.038,6.194,2.403,2.542,2.966,4.94,5.249,3.638,0.000381732300181307
5.482,4.944,2.25,2.578,2.698,3.777,3.76,3.019,9.54330750453267e-05
4.223,3.637,2.452,2.409,2.667,2.957,3.083,2.958,2.38582687613317e-05
3.226,3.138,2.211,2.306,2.514,2.435,2.7,2.695,5.96456719033292e-06
2.547,2.81,2.389,2.27,2.311,2.579,2.626,2.352,1.49114179758323e-06
2.385,2.616,2.482,2.612,2.564,2.505,2.521,2.573,3.72785449395808e-07
2.575,2.384,2.289,2.41,2.324,2.294,2.461,2.389,9.31963623489519e-08
2.412,2.462,2.326,2.599,2.669,2.604,2.636,2.535,2.3299090587238e-08
