"Reference1","Reference2","C031","C032","I061","I062","I063","I064","dilution"
10.023,10.477,4.646,5.165,9.879,10.278,10.341,6.318,0.14262198318081
10.591,10.41,3.218,3.455,7.756,9.535,10.561,5.082,0.0356554957952024
10.16,10.439,2.68,2.966,6.102,8.805,10.067,3.368,0.0089138739488006
9.861,9.309,2.399,2.492,4.434,6.551,9.702,2.796,0.00222846848720015
9.248,7.902,2.449,2.075,3.108,4.629,8.489,2.434,0.000557117121800038
6.904,6.305,2.242,2.136,2.706,3.634,6.647,2.223,0.000139279280450009
4.707,5.438,2.183,1.986,2.497,2.677,4.719,2.254,3.48198201125023e-05
3.861,3.695,2.245,2.346,2.125,2.491,3.148,2.335,8.70495502812559e-06
2.673,2.825,2.315,2.198,2.361,2.419,2.903,2.304,2.1762387570314e-06
2.458,2.392,2.161,2.138,2.125,2.436,2.322,2.163,5.44059689257849e-07
2.355,2.368,2.186,2.185,2.329,2.205,2.233,2.285,1.36014922314462e-07
2.226,2.485,2.257,2.168,2.018,2.185,2.102,2.354,3.40037305786156e-08
