"Reference1","Reference2","C099","C100","I197","I198","I199","I200","dilution"
10.117,11.149,4.999,4.702,10.436,10.657,11.315,11.049,0.145724860053401
10.667,10.346,3.529,3.296,9.368,10.496,9.977,10.786,0.0364312150133502
10.748,10.698,2.812,2.514,8.755,9.392,10.095,10.737,0.00910780375333755
10.706,10.138,2.547,2.432,6.714,9.288,7.467,9.792,0.00227695093833439
8.996,9.116,2.281,2.244,3.96,6.747,6.077,8.239,0.000569237734583597
7.142,6.772,2.328,2.4,3.036,4.37,3.725,7.083,0.000142309433645899
5.602,5.164,2.189,2.206,2.443,3.714,3.048,4.905,3.55773584114748e-05
3.552,3.449,1.98,2.211,2.41,2.561,2.786,3.368,8.8943396028687e-06
2.82,2.836,2.416,2.165,2.262,2.465,2.469,2.857,2.22358490071718e-06
2.402,2.22,2.524,2.136,2.315,2.367,2.227,2.318,5.55896225179294e-07
2.228,2.147,2.217,2.215,2.257,2.024,2.307,2.266,1.38974056294823e-07
2.138,2.407,2.193,2.238,2.254,2.335,2.072,2.145,3.47435140737059e-08
