"Reference1","Reference2","C247","C248","I493","I494","I495","I496","dilution"
9.277,9.472,3.107,3.418,8.838,10.339,3.539,6.505,0.0998244921107264
9.536,9.649,2.294,2.606,6.861,9.514,2.504,4.095,0.0249561230276816
9.148,9.169,1.988,1.948,5.01,9.021,1.893,2.75,0.0062390307569204
8.218,8.498,1.507,1.726,3.17,8.869,1.737,1.926,0.0015597576892301
7.066,7.116,1.65,1.458,2.349,6.512,1.451,1.749,0.000389939422307525
5.111,4.324,1.552,1.631,2.004,4.969,1.461,1.631,9.74848555768812e-05
3.559,3.221,1.45,1.616,1.66,3.336,1.548,1.501,2.43712138942203e-05
2.464,2.648,1.413,1.523,1.536,2.163,1.56,1.526,6.09280347355508e-06
1.933,1.9,1.625,1.571,1.456,1.815,1.505,1.344,1.52320086838877e-06
1.713,1.682,1.59,1.455,1.537,1.692,1.599,1.518,3.80800217097192e-07
1.704,1.656,1.44,1.512,1.337,1.541,1.539,1.55,9.52000542742981e-08
1.416,1.503,1.598,1.499,1.572,1.456,1.53,1.476,2.38000135685745e-08
