"Reference1","Reference2","C025","C026","I049","I050","I051","I052","dilution"
9.968,10.11,4.421,4.217,9.631,9.97,4.064,8.425,0.109570273715672
9.537,9.954,3.598,2.952,8.663,9.766,3.302,7.479,0.0273925684289181
9.745,10.402,2.547,2.525,8.103,10.267,2.708,5.822,0.00684814210722952
8.877,9.684,2.386,2.492,6.591,8.504,2.323,3.975,0.00171203552680738
8.144,7.84,2.328,2.134,4.791,8.235,2.429,2.827,0.000428008881701845
6.485,6.612,2.427,2.304,3.123,6.31,2.381,2.654,0.000107002220425461
4.612,4.614,2.108,2.215,2.571,4.799,2.309,2.428,2.67505551063653e-05
3.204,3.328,2.232,2.201,2.048,2.996,2.222,2.578,6.68763877659133e-06
2.564,2.451,2.148,2.276,2.349,2.7,2.217,2.358,1.67190969414783e-06
2.534,2.307,2.212,2.315,2.3,2.456,2.307,2.296,4.17977423536958e-07
2.323,2.282,2.237,2.291,2.149,2.187,2.234,2.43,1.04494355884239e-07
2.332,2.411,2.135,2.084,2.356,2.243,2.21,2.334,2.61235889710599e-08
