"Reference1","Reference2","C257","C258","I513","I514","I515","I516","dilution"
10.246,9.859,4.876,4.736,10.487,9.54,10.281,9.447,0.140068049830957
10.471,10.342,3.451,3.29,10.053,9.656,10.26,9.324,0.0350170124577391
10.009,10.084,2.716,2.643,9.39,8.829,9.877,8.155,0.00875425311443478
9.73,9.752,2.216,2.052,8.629,7.776,9.657,5.891,0.0021885632786087
8.56,8.241,2.123,2.151,8.287,5.749,8.005,4.521,0.000547140819652174
6.804,6.315,1.994,2.243,6.373,4.362,5.893,3.061,0.000136785204913044
5.185,4.467,2.217,2.074,4.744,3.07,4.839,2.631,3.41963012282609e-05
3.378,2.98,1.911,1.956,3.472,2.461,3.455,2.029,8.54907530706522e-06
2.712,2.446,2.112,2.234,2.84,2.324,2.449,2.104,2.1372688267663e-06
2.186,2.168,2.327,2.128,2.232,2.229,2.42,1.996,5.34317206691576e-07
2.311,2.303,2.074,1.928,2.158,2.283,2.172,2.083,1.33579301672894e-07
2.288,2.396,2.059,2.186,2.092,2.032,2.047,2.14,3.33948254182235e-08
