"Reference1","Reference2","C211","C212","I421","I422","I423","I424","dilution"
12.312,12.498,4.848,4.943,13.2,11.607,11.299,12.714,0.125021865642519
12.771,12.33,3.458,3.493,11.996,12.492,9.86,13.135,0.0312554664106296
12.335,12.518,2.685,2.44,12.292,12.458,7.172,12.676,0.00781386660265741
11.857,12.081,2.149,2.24,11.906,12.207,4.866,11.726,0.00195346665066435
10.756,10.264,2.082,1.786,10.317,9.292,3.389,9.957,0.000488366662666088
7.423,7.427,1.915,2.013,8.554,7.47,2.307,6.601,0.000122091665666522
5.629,5.554,1.997,1.83,5.689,5.342,1.982,4.794,3.05229164166305e-05
3.39,3.104,1.951,1.793,3.273,3.427,1.941,3.144,7.63072910415763e-06
2.254,2.725,1.988,1.951,2.539,2.559,2.011,2.439,1.90768227603941e-06
2.039,2.216,1.945,1.926,2.012,2.236,1.805,2.14,4.76920569009852e-07
1.909,2.002,1.844,1.837,1.937,1.95,1.925,2.103,1.19230142252463e-07
1.977,1.668,1.848,1.923,1.819,1.984,1.983,1.891,2.98075355631157e-08
