"Reference1","Reference2","C123","C124","I245","I246","I247","I248","dilution"
10.437,10.249,4.626,4.596,10.453,10.388,11.1,10.398,0.184510402146475
9.685,10.074,3.323,3.535,10.279,10.255,10.503,10.631,0.0461276005366186
10.025,10.338,2.57,2.528,9.706,10.47,9.562,10.303,0.0115319001341547
9.558,9.71,2.241,2.443,10.159,9.076,9.478,9.29,0.00288297503353866
8.531,8.259,2.121,2.393,8.544,8.211,8.12,8.787,0.000720743758384666
6.771,6.869,2.392,2.221,6.737,6.28,6.365,6.643,0.000180185939596167
4.743,5.343,2.269,2.121,5.133,5.05,4.363,4.75,4.50464848990416e-05
3.484,3.611,2.026,2.049,3.649,3.809,3.077,3.642,1.12616212247604e-05
2.709,2.65,2.142,2.158,2.741,2.72,2.548,2.861,2.8154053061901e-06
2.272,2.46,2.366,2.1,2.462,2.674,2.412,2.431,7.03851326547526e-07
2.175,2.365,2.283,2.238,2.329,2.436,2.192,2.296,1.75962831636881e-07
2.194,2.272,2.136,2.002,2.014,2.083,2.265,2.301,4.39907079092203e-08
