"Reference1","Reference2","C007","C008","I013","I014","I015","I016","dilution"
6.194,6.034,2.991,2.884,4.731,6.067,3.054,5.31,0.132283630854572
5.949,6.326,2.304,2.499,3.475,5.79,2.242,4.86,0.033070907713643
6.001,5.796,2.068,1.997,2.753,4.927,1.868,3.767,0.00826772692841074
5.598,6.003,1.876,1.621,2.139,4.696,1.69,3.037,0.00206693173210268
4.982,4.983,1.759,1.814,1.898,4.076,1.679,2.372,0.000516732933025671
4.209,4.496,1.572,1.794,1.904,2.652,1.679,2.193,0.000129183233256418
3.21,3.392,1.779,1.667,1.791,2.268,1.659,1.689,3.22958083141044e-05
2.204,2.535,1.713,1.582,1.694,2.039,1.681,1.772,8.07395207852611e-06
2.034,2.018,1.631,1.677,1.832,1.692,1.648,1.765,2.01848801963153e-06
1.907,1.842,1.693,1.581,1.635,2.019,1.682,1.772,5.04622004907882e-07
1.82,1.649,1.792,1.63,1.693,1.757,1.779,1.675,1.2615550122697e-07
1.651,1.743,1.775,1.717,1.63,1.614,1.665,1.755,3.15388753067426e-08
