"Reference1","Reference2","C291","C292","I581","I582","I583","I584","dilution"
11.322,11.354,4.599,4.389,10.871,11.323,11.181,6.92,0.119299780341183
11.508,11.06,2.865,2.788,11.12,10.52,10.865,5.074,0.0298249450852957
11.221,11.54,2.144,2.207,10.895,9.395,9.953,3.26,0.00745623627132392
9.882,10.896,1.899,1.757,10.319,8.314,9.434,2.237,0.00186405906783098
8.844,9.191,1.533,1.714,7.933,6.47,7.262,1.74,0.000466014766957745
6.714,6.863,1.59,1.504,6.326,4.036,5.04,1.765,0.000116503691739436
4.573,4.236,1.639,1.449,4.28,2.563,3.31,1.565,2.91259229348591e-05
2.972,3.041,1.573,1.627,2.837,2.262,2.201,1.688,7.28148073371477e-06
2.129,2.326,1.769,1.701,2.112,1.702,1.9,1.527,1.82037018342869e-06
1.681,1.987,1.588,1.49,1.752,1.6,1.61,1.745,4.55092545857173e-07
1.619,1.703,1.652,1.488,1.48,1.711,1.587,1.489,1.13773136464293e-07
1.668,1.695,1.656,1.654,1.599,1.673,1.678,1.674,2.84432841160733e-08
