"Reference1","Reference2","C261","C262","I521","I522","I523","I524","dilution"
11.718,11.084,5.39,4.964,11.724,11.253,10.496,11.482,0.14175645358619
11.254,10.89,3.888,3.842,11.403,11.456,9.661,11.409,0.0354391133965475
10.994,11.083,3.214,2.933,11.147,11.823,7.287,10.92,0.00885977834913688
10.541,10.608,2.795,2.808,10.355,10.355,5.126,10.155,0.00221494458728422
9.308,9.363,2.592,2.4,9.601,8.882,3.425,9.387,0.000553736146821055
7.278,7.489,2.419,2.442,7.975,7.657,2.855,7.706,0.000138434036705264
5.63,5.697,2.429,2.47,5.225,5.223,2.436,5.838,3.4608509176316e-05
3.698,4.033,2.577,2.483,3.966,3.571,2.526,3.792,8.65212729407899e-06
3.064,3.001,2.517,2.511,2.85,3.119,2.371,3.028,2.16303182351975e-06
2.681,2.69,2.408,2.546,2.825,2.443,2.39,2.726,5.40757955879937e-07
2.697,2.621,2.639,2.51,2.531,2.681,2.448,2.456,1.35189488969984e-07
2.284,2.42,2.472,2.459,2.371,2.576,2.605,2.411,3.3797372242496e-08
