"Reference1","Reference2","C151","C152","I301","I302","I303","I304","dilution"
10.778,10.967,4.612,4.681,9.838,10.562,10.354,10.771,0.137867386629532
10.728,10.72,3.641,3.26,9.279,10.717,10.277,10.201,0.0344668466573831
10.23,10.089,2.878,2.876,8.465,10.141,10.265,10.068,0.00861671166434577
9.653,10.1,2.619,2.676,6.253,9.843,9.775,9.35,0.00215417791608644
8.5,8.887,2.629,2.392,4.579,9.4,9.128,8.577,0.000538544479021611
6.788,7.419,2.339,2.492,3.241,8.432,7.583,6.975,0.000134636119755403
5.373,4.881,2.417,2.285,3.012,5.742,5.805,5.136,3.36590299388507e-05
3.81,3.666,2.512,2.558,2.467,4.404,3.939,3.551,8.41475748471267e-06
2.831,3.031,2.531,2.602,2.446,3.029,3.132,2.965,2.10368937117817e-06
2.66,2.752,2.32,2.578,2.416,2.726,2.443,2.678,5.25922342794542e-07
2.623,2.555,2.436,2.358,2.334,2.674,2.497,2.452,1.31480585698635e-07
2.634,2.532,2.526,2.458,2.488,2.55,2.498,2.633,3.28701464246589e-08
