"Reference1","Reference2","C325","C326","I649","I650","I651","I652","dilution"
8.758,9.789,3.89,3.789,9.389,8.827,8.919,9.162,0.106716645053464
8.885,9.313,2.592,2.643,8.963,9.139,9.39,9.584,0.026679161263366
9.31,8.401,2.208,2.316,9.089,8.547,9.372,9.132,0.00666979031584149
8.064,8.399,2.039,2.046,7.847,7.368,8.075,8.731,0.00166744757896037
7.558,6.943,2.103,2.025,7.274,6.966,6.983,7.375,0.000416861894740093
5.699,5.812,2.093,1.944,5.687,4.996,5.172,5.397,0.000104215473685023
4.295,3.932,2.056,1.925,3.421,3.433,3.63,4.14,2.60538684212558e-05
2.507,2.951,1.833,2.068,2.625,2.845,2.631,2.683,6.51346710531396e-06
2.46,2.317,2.045,1.817,2.411,2.126,2.24,2.416,1.62836677632849e-06
2.055,2.3,1.916,2.006,2.156,2.153,2.075,2.222,4.07091694082122e-07
1.999,2.014,1.709,2.031,2.037,1.952,2.036,1.99,1.01772923520531e-07
1.851,1.911,1.824,1.832,2.014,1.919,1.914,1.804,2.54432308801327e-08
