"Reference1","Reference2","C329","C330","I657","I658","I659","I660","dilution"
8.574,8.616,3.933,3.527,8.321,8.241,7.254,8.26,0.124503780397403
8.687,8.019,3.036,2.744,8.53,8.18,5.533,7.795,0.0311259450993508
8.164,8.544,2.417,2.379,8.622,8.005,3.777,7.95,0.0077814862748377
8.013,7.554,2.163,2.295,8.004,7.473,2.738,7.455,0.00194537156870943
6.964,6.698,1.982,1.881,7.235,6.662,2.413,6.444,0.000486342892177356
5.493,5.776,1.95,2.061,6.062,4.866,2.256,5.857,0.000121585723044339
3.97,4,2.129,1.978,4.474,3.738,2.128,4.092,3.03964307610848e-05
2.779,2.968,2.086,2.052,3.251,3.04,2.006,3.062,7.5991076902712e-06
2.352,2.421,2.119,2.149,2.5,2.589,1.913,2.46,1.8997769225678e-06
2.417,2.319,2.065,2.029,2.02,2.239,2.05,2.111,4.7494423064195e-07
2.051,2.002,2.084,2.214,2.207,2.19,2.211,2.085,1.18736057660487e-07
2.184,2.083,1.834,2.045,2.094,1.971,2.044,2.072,2.96840144151219e-08
