"Reference1","Reference2","C337","C338","I673","I674","I675","I676","dilution"
7.529,7.212,3.38,3.013,7.385,6.951,7.361,7.367,0.130307900323574
7.242,7.068,2.388,2.274,7.571,6.034,7.141,7.601,0.0325769750808934
7.028,6.935,2.268,1.942,6.983,4.808,7.668,7.183,0.00814424377022334
6.763,6.756,1.831,1.704,6.574,2.991,7.503,6.473,0.00203606094255584
5.814,6.18,1.717,1.804,5.938,2.397,6.268,6.253,0.000509015235638959
4.89,4.505,1.635,1.643,4.575,1.926,5.093,5.104,0.00012725380890974
3.374,3.803,1.733,1.587,3.139,1.663,3.888,4.165,3.18134522274349e-05
2.446,2.638,1.621,1.599,2.16,1.677,2.884,2.799,7.95336305685873e-06
2.024,2.086,1.727,1.661,1.974,1.718,2.056,2.075,1.98834076421468e-06
1.828,1.829,1.664,1.647,1.663,1.472,1.711,1.843,4.97085191053671e-07
1.734,1.722,1.737,1.554,1.714,1.774,1.69,1.614,1.24271297763418e-07
1.631,1.667,1.704,1.806,1.679,1.526,1.725,1.686,3.10678244408544e-08
