"Reference1","Reference2","C243","C244","I485","I486","I487","I488","dilution"
10.969,11.268,5.07,4.204,11.001,10.861,9.774,10.154,0.119854516635368
10.302,10.358,2.93,2.874,10.657,11.714,9.328,10.874,0.0299636291588419
10.881,10.606,2.302,2.43,9.875,10.596,6.81,10.195,0.00749090728971048
10.406,9.694,2.165,2.001,8.35,9.248,4.768,9.12,0.00187272682242762
8.522,8.68,2.026,2.037,6.435,8.333,3.184,7.536,0.000468181705606905
6.786,6.905,1.839,1.897,4.11,6.845,2.485,4.824,0.000117045426401726
4.64,4.874,1.787,1.905,3.135,4.451,2.133,3.575,2.92613566004316e-05
3.452,3.262,1.837,1.888,2.342,2.916,1.896,2.59,7.3153391501079e-06
2.404,2.412,2.024,1.819,2.085,2.238,1.83,2.224,1.82883478752697e-06
2.081,1.967,2.002,1.815,2.172,1.935,2.012,2.08,4.57208696881743e-07
1.992,1.817,1.886,1.926,1.933,2.078,1.948,1.989,1.14302174220436e-07
1.901,2.118,1.756,2.091,1.971,1.986,1.965,1.982,2.8575543555109e-08
