"Reference1","Reference2","C307","C308","I613","I614","I615","I616","dilution"
10.899,10.856,4.096,4.135,11.89,11.046,11.209,10.926,0.123147026354667
11.294,11.001,2.613,2.752,10.935,11.224,10.347,11.026,0.0307867565886667
11,9.902,2.152,2.043,10.578,10.276,11.1,11.106,0.00769668914716668
10.701,10.023,1.947,1.842,10.295,9.779,10.502,10.065,0.00192417228679167
8.585,8.987,1.833,1.702,9.044,8.316,8.72,8.702,0.000481043071697917
6.766,6.253,1.519,1.654,6.533,6.952,5.966,7.327,0.000120260767924479
4.502,4.445,1.579,1.675,4.225,4.307,4.243,4.358,3.00651919811198e-05
3.129,3.062,1.53,1.553,2.958,3.008,2.778,2.918,7.51629799527996e-06
2.298,2.205,1.573,1.754,2.359,2.252,1.938,2.157,1.87907449881999e-06
1.861,2.013,1.721,1.603,1.958,1.875,1.848,1.817,4.69768624704997e-07
1.666,1.585,1.645,1.707,1.738,1.792,1.689,1.685,1.17442156176249e-07
1.462,1.793,1.668,1.765,1.598,1.96,1.671,1.833,2.93605390440623e-08
