"Reference1","Reference2","C273","C274","I545","I546","I547","I548","dilution"
11.385,12.229,5.169,5.276,11.366,8.912,12.21,12.046,0.149849730987804
11.379,11.687,3.932,3.842,11.7,5.76,11.088,11.131,0.037462432746951
11.628,11.371,3.118,2.956,10.532,4.122,12.025,9.848,0.00936560818673775
11.055,10.583,2.952,2.506,10.086,3.392,10.474,7.648,0.00234140204668444
9.85,9.653,2.632,2.513,8.595,2.875,8.905,5.535,0.00058535051167111
7.999,7.878,2.54,2.707,6.577,2.785,7.695,4.503,0.000146337627917777
5.77,5.59,2.394,2.74,5.478,2.606,5.487,3.286,3.65844069794444e-05
4.21,3.824,2.595,2.275,3.775,2.595,3.986,2.985,9.14610174486109e-06
3.208,2.925,2.616,2.744,3.011,2.396,3.104,2.57,2.28652543621527e-06
2.907,2.735,2.62,2.502,2.611,2.629,2.702,2.431,5.71631359053818e-07
2.479,2.672,2.457,2.455,2.5,2.672,2.51,2.528,1.42907839763455e-07
2.575,2.589,2.509,2.753,2.692,2.399,2.537,2.595,3.57269599408636e-08
