"Reference1","Reference2","C175","C176","I349","I350","I351","I352","dilution"
11.607,11.477,4.452,4.619,10.786,11.704,10.496,10.887,0.139017207334635
11.462,10.988,2.96,3.1,10.721,10.75,10.816,10.965,0.0347543018336587
10.252,10.495,2.627,2.277,11.555,10.658,11.026,10.692,0.00868857545841467
9.992,9.907,2.074,2.086,10.303,10.071,9.614,10.173,0.00217214386460367
8.658,8.94,2.125,2.041,8.86,9.108,8.354,8.717,0.000543035966150917
6.791,7.764,1.763,1.808,7.075,7.939,6.831,6.542,0.000135758991537729
4.971,5.095,2.019,1.85,4.642,5.751,4.495,4.637,3.39397478844323e-05
3.258,3.123,1.839,1.868,3.142,3.315,3.507,3.173,8.48493697110808e-06
2.455,2.454,2.109,2.04,2.413,2.576,2.305,2.445,2.12123424277702e-06
1.999,2.193,1.912,1.949,2.25,2.333,2.036,2.013,5.30308560694255e-07
1.852,2.038,1.998,1.934,1.887,1.938,1.919,2.044,1.32577140173564e-07
1.828,1.874,1.912,1.925,2.03,1.915,1.885,1.966,3.31442850433909e-08
