"Reference1","Reference2","C177","C178","I353","I354","I355","I356","dilution"
6.122,6.088,3.365,3.195,6.296,5.834,6.016,6.188,0.137108861973163
5.819,5.937,2.719,2.978,5.952,5.892,6.427,6.359,0.0342772154932908
5.874,5.903,2.331,2.581,5.701,5.16,5.77,6.181,0.0085693038733227
5.539,5.815,2.528,2.442,4.79,4.441,5.761,5.705,0.00214232596833067
5.336,5.114,2.524,2.167,3.975,3.378,5.242,5.391,0.000535581492082668
4.461,4.239,2,2.365,2.893,2.823,3.86,4.342,0.000133895373020667
3.151,3.772,2.23,2.49,2.735,2.551,3.042,3.447,3.34738432551668e-05
2.809,2.927,2.121,2.163,2.568,2.479,2.806,2.892,8.3684608137917e-06
2.375,2.428,2.174,2.213,2.148,2.477,2.527,2.439,2.09211520344792e-06
2.408,2.309,2.271,2.38,2.311,2.389,2.332,2.182,5.23028800861981e-07
2.338,2.407,2.409,2.118,2.462,2.325,2.326,2.415,1.30757200215495e-07
2.265,2.372,2.273,2.184,2.473,2.464,2.199,2.391,3.26893000538738e-08
