"Reference1","Reference2","C131","C132","I261","I262","I263","I264","dilution"
9.448,9.333,5.094,5.045,6.166,9.625,9.549,6.43,0.178872284586874
9.436,9.605,3.709,3.656,4.907,9.71,9.012,4.627,0.0447180711467186
9.244,8.64,2.941,2.795,3.564,8.69,8.005,3.459,0.0111795177866796
9.042,9.015,2.725,2.724,3.102,8.519,7.1,2.805,0.00279487944666991
7.862,8.345,2.392,2.505,2.822,7.93,5.698,2.509,0.000698719861667478
6.594,6.589,2.641,2.33,2.526,6.687,3.925,2.375,0.000174679965416869
4.784,5.061,2.358,2.412,2.697,5.025,3.174,2.574,4.36699913542174e-05
3.686,3.736,2.893,2.346,2.637,3.293,2.472,2.457,1.09174978385543e-05
2.92,2.753,2.749,2.544,2.644,2.952,2.455,2.556,2.72937445963859e-06
2.715,2.868,2.545,2.448,2.36,2.688,2.789,2.549,6.82343614909646e-07
2.532,2.597,2.64,2.399,2.308,2.583,2.331,2.616,1.70585903727412e-07
2.488,2.496,2.264,2.474,2.394,2.597,2.504,2.452,4.26464759318529e-08
