"Reference1","Reference2","C063","C064","I125","I126","I127","I128","dilution"
9.986,9.119,2.333,2.533,9.295,5.974,9.662,3.805,0.0439382148881067
9.416,8.897,1.769,1.724,9.174,4.022,8.127,2.321,0.0109845537220267
8.897,8.942,1.207,1.443,8.753,2.377,7.694,1.63,0.00274613843050667
7.919,7.729,1.066,1.101,8.056,1.687,6.141,1.408,0.000686534607626667
6.281,6.257,1.104,1.152,6.307,1.276,4.105,1.322,0.000171633651906667
4.092,3.886,1.075,1.027,4.374,1.185,2.315,1.082,4.29084129766667e-05
2.411,2.495,1.018,1.009,2.589,1.089,1.606,1.031,1.07271032441667e-05
1.788,1.736,1.158,1.129,1.863,1.091,1.271,1.059,2.68177581104167e-06
1.351,1.3,1.079,1.034,1.351,1.058,1.143,0.967,6.70443952760417e-07
1.142,1.178,1.109,1.147,1.104,1.112,1.045,1.145,1.67610988190104e-07
1.008,1.115,1.086,1.077,1.087,1.025,1.089,1.022,4.1902747047526e-08
1.079,1.122,1.128,1.029,1.082,1.133,1.084,1.005,1.04756867618815e-08
