"Reference1","Reference2","C093","C094","I185","I186","I187","I188","dilution"
9.843,9.913,3.809,3.6,9.36,9.742,6.977,9.719,0.132273090784257
9.437,10.215,2.965,2.615,9.425,9.418,5.93,9.444,0.0330682726960644
9.709,9.8,2.186,2.198,9.088,9.955,4.272,9.21,0.00826706817401609
8.72,9.01,1.929,1.984,7.984,8.907,2.593,9.057,0.00206676704350402
7.806,7.789,1.801,1.818,6.57,8.746,2.237,8.464,0.000516691760876006
6.529,5.764,1.824,1.767,4.671,6.885,1.968,6.056,0.000129172940219001
4.285,3.691,1.762,1.665,3.048,4.951,1.696,4.355,3.22932350547503e-05
2.769,2.946,1.785,1.633,2.424,3.294,1.676,3.178,8.07330876368759e-06
2.141,1.988,1.753,1.574,1.908,2.616,1.764,2.445,2.0183271909219e-06
1.764,1.974,1.771,1.773,1.818,2.148,1.702,2.001,5.04581797730474e-07
1.821,1.793,1.742,1.75,1.938,1.905,1.737,2.037,1.26145449432619e-07
1.689,1.729,1.838,1.771,1.958,1.853,1.693,1.735,3.15363623581546e-08
