"Reference1","Reference2","C071","C072","I141","I142","I143","I144","dilution"
11.669,11.484,5.663,5.678,10.69,8.132,11.582,7.854,0.141942735813274
11.65,12.076,4.016,4.438,10.931,5.899,10.434,5.756,0.0354856839533185
11.714,11.73,3.857,3.779,11.405,4.727,8.855,4.061,0.00887142098832962
10.741,10.765,3.159,3.383,10.86,3.607,6.474,3.514,0.0022178552470824
9.537,10.116,3.393,2.923,9.109,3.434,5.281,3.686,0.000554463811770601
8.161,8.23,3.038,3.423,7.471,3.077,4.045,3.022,0.00013861595294265
5.951,5.927,3.327,3.134,5.537,3.053,3.233,3.219,3.46539882356626e-05
4.108,4.511,3.165,3.022,4.5,3.391,3.051,3.201,8.66349705891564e-06
3.824,3.693,3.006,2.852,3.574,3.215,3.303,3.087,2.16587426472891e-06
3.021,3.299,3.162,2.902,3.228,2.744,3.026,3.043,5.41468566182228e-07
2.911,2.896,3.099,3.057,3.209,2.889,3.227,2.713,1.35367141545557e-07
2.958,3.16,3.346,2.956,3.372,3.148,2.966,3.143,3.38417853863892e-08
