"Reference1","Reference2","C119","C120","I237","I238","I239","I240","dilution"
9.884,9.946,3.76,3.972,9.772,9.851,9.529,9.679,0.118663365276527
10.197,10.219,2.668,2.772,9.593,9.47,9.702,10.099,0.0296658413191319
9.619,9.314,2.051,2.186,9.56,9.144,8.963,8.47,0.00741646032978297
9.211,8.568,1.973,1.761,9.402,8.482,8.54,8.632,0.00185411508244574
7.626,7.751,1.837,1.794,7.793,7.819,7.746,6.538,0.000463528770611435
5.554,5.571,1.736,1.938,5.813,6.727,5.73,4.696,0.000115882192652859
3.704,3.971,1.63,2.012,3.976,4.079,4.102,3.141,2.89705481632147e-05
2.83,2.89,1.553,1.718,2.684,3.071,2.75,2.39,7.24263704080368e-06
2.156,2.168,1.823,1.803,2.202,2.148,2.078,1.987,1.81065926020092e-06
1.821,1.693,1.762,1.699,1.865,2.053,1.727,1.834,4.5266481505023e-07
1.849,1.857,1.722,1.806,1.909,1.647,1.774,1.817,1.13166203762557e-07
1.891,1.717,1.624,1.76,1.668,1.78,1.707,1.691,2.82915509406394e-08
