"Reference1","Reference2","C269","C270","I537","I538","I539","I540","dilution"
11.84,12.059,4.596,4.253,7.368,11.372,11.133,11.431,0.120048888437071
11.872,12.338,3.04,2.977,5.609,11.776,11.29,11.788,0.0300122221092677
11.074,10.774,2.31,1.947,3.525,12.163,10.372,11.16,0.00750305552731694
11.086,10.411,2.031,1.909,2.577,10.425,8.812,11.06,0.00187576388182923
9.322,8.623,1.778,1.802,2.065,9.929,6.325,9.26,0.000468940970457309
7.125,6.59,1.892,1.742,1.991,7.594,3.786,7.396,0.000117235242614327
4.645,4.376,1.732,1.822,1.977,4.875,2.832,4.99,2.93088106535818e-05
3.153,3.381,1.735,1.759,1.698,3.312,2.287,3.406,7.32720266339545e-06
2.305,2.473,1.737,1.913,1.876,2.477,1.81,2.42,1.83180066584886e-06
1.982,1.749,1.829,1.972,1.981,2.154,1.973,2.092,4.57950166462215e-07
1.839,2.009,1.678,1.81,1.772,1.733,1.83,1.76,1.14487541615554e-07
1.822,1.876,1.599,1.722,1.869,1.793,1.875,1.781,2.86218854038885e-08
