"Reference1","Reference2","C019","C020","I037","I038","I039","I040","dilution"
8.663,9.09,3.563,3.281,5.976,8.597,9.101,8.299,0.138902873652939
8.622,8.709,2.151,2.392,4.366,8.938,8.504,8.392,0.0347257184132349
8.408,8.336,1.901,1.99,2.885,8.248,8.528,7.976,0.00868142960330871
7.724,7.922,1.761,1.657,2.244,7.744,7.914,8.061,0.00217035740082718
6.618,7.054,1.728,1.589,1.875,6.764,7.018,6.742,0.000542589350206795
5.436,5.346,1.507,1.59,1.736,5.714,5.129,5.364,0.000135647337551699
3.825,3.93,1.637,1.535,1.617,3.847,3.561,4.202,3.39118343879247e-05
2.605,2.826,1.664,1.53,1.493,2.765,2.567,2.569,8.47795859698116e-06
2.116,2.007,1.598,1.568,1.697,2.259,1.887,2.149,2.11948964924529e-06
1.612,1.707,1.613,1.616,1.696,1.913,1.71,1.749,5.29872412311323e-07
1.642,1.529,1.677,1.615,1.594,1.714,1.605,1.569,1.32468103077831e-07
1.542,1.807,1.487,1.568,1.766,1.586,1.635,1.61,3.31170257694577e-08
