"Reference1","Reference2","C091","C092","I181","I182","I183","I184","dilution"
10.076,10.331,4.74,4.264,9.018,4.689,4.779,9.776,0.144399314612391
10.356,9.931,3.3,3.416,8.678,3.691,3.352,10.219,0.0360998286530978
9.979,9.253,3.042,2.721,6.716,3,2.665,9.98,0.00902495716327444
9.217,8.991,2.388,2.538,5.408,2.618,2.725,9.725,0.00225623929081861
8.341,8.08,2.383,2.429,3.993,2.454,2.394,8.489,0.000564059822704653
6.5,6.856,2.391,2.312,3.09,2.475,2.436,6.43,0.000141014955676163
4.455,4.468,2.263,2.284,2.627,2.42,2.21,4.956,3.52537389190408e-05
3.294,3.541,2.352,2.503,2.332,2.293,2.372,3.913,8.8134347297602e-06
3.038,2.946,2.34,2.479,2.402,2.351,2.175,2.988,2.20335868244005e-06
2.508,2.496,2.408,2.361,2.239,2.39,2.264,2.609,5.50839670610012e-07
2.348,2.598,2.184,2.279,2.286,2.39,2.334,2.424,1.37709917652503e-07
2.328,2.249,2.284,2.465,2.39,2.352,2.36,2.22,3.44274794131258e-08
