"Reference1","Reference2","Control221","Control222","Infected441","Infected442","Infected443","Infected444","dilution"
11.487,11.539,5.931,5.019,11.381,11.779,11.452,7.852,0.111079329734725
10.874,11.539,4.511,4.031,10.459,10.738,10.913,5.793,0.0277698324336813
10.981,11.083,3.344,3.212,11.248,11.331,10.991,4.683,0.00694245810842033
10.877,11.026,3.312,3.036,9.813,10.48,10.849,3.702,0.00173561452710508
8.635,9.377,3.229,3.105,8.971,9.361,9.418,3.364,0.000433903631776271
7.084,7.387,3.357,3.275,6.866,7.766,7.091,3.201,0.000108475907944068
5.15,5.534,3.017,3.069,4.793,6.032,5.485,3.287,2.71189769860169e-05
4.093,4.158,3.254,2.881,4.335,4.204,4.457,2.903,6.77974424650423e-06
3.425,3.566,3.064,3.208,3.391,3.893,3.64,3.07,1.69493606162606e-06
3.587,3.184,3.281,3.176,3.277,3.531,3.802,3.049,4.23734015406514e-07
3.256,3.201,3.151,3.268,2.869,3.142,3.404,3.208,1.05933503851629e-07
3.068,3.394,2.845,3.201,3.139,3.242,3.076,3.341,2.64833759629072e-08
