"Reference1","Reference2","Control329","Control330","Infected657","Infected658","Infected659","Infected660","dilution"
12.808,12.5,4.931,4.866,12.798,8.686,8.226,12.846,0.101924028624454
11.987,12.329,3.005,3.056,12.733,6.304,5.768,12.088,0.0254810071561134
11.663,12.111,2.529,2.473,12.173,4.152,3.703,12.088,0.00637025178902836
11.442,10.985,2.097,2.139,12.656,3.078,2.683,11.314,0.00159256294725709
9.937,9.683,2.087,2.035,9.666,2.408,2.297,9.887,0.000398140736814273
7.532,7.381,1.82,1.888,6.804,2.031,1.955,7.799,9.95351842035681e-05
4.915,4.761,2.072,1.98,4.818,1.829,1.875,4.583,2.4883796050892e-05
3.213,3.203,1.837,1.86,3.413,2.034,2.12,3.421,6.22094901272301e-06
2.465,2.407,1.827,1.781,2.661,1.929,1.794,2.665,1.55523725318075e-06
2.129,2.206,1.854,2.078,2.106,1.921,1.804,2.101,3.88809313295188e-07
2.06,2.074,1.819,1.898,2.182,1.949,1.905,2.104,9.7202328323797e-08
1.929,2.048,1.888,1.919,1.969,1.887,2.088,2.05,2.43005820809493e-08
