"Reference1","Reference2","Control157","Control158","Infected313","Infected314","Infected315","Infected316","dilution"
10.941,11.551,4.575,4.676,11.491,11.118,11.801,11.167,0.119181125044314
10.852,10.581,3.564,3.054,10.686,10.465,11.214,11.29,0.0297952812610785
10.623,10.451,2.431,2.682,11.517,9.836,9.573,10.884,0.00744882031526963
9.676,10.266,2.223,2.113,10.059,8.911,9.377,10.146,0.00186220507881741
8.921,8.447,2.172,2.047,8.48,6.352,7.863,8.584,0.000465551269704352
7.007,6.904,1.85,2.1,6.505,4.387,5.656,6.616,0.000116387817426088
4.646,4.937,2.055,1.997,4.589,3.177,3.655,4.469,2.9096954356522e-05
3.184,3.542,1.944,2.148,2.992,2.495,2.457,3.511,7.2742385891305e-06
2.558,2.279,2.045,1.856,2.584,2.201,2.342,2.419,1.81855964728262e-06
2.232,2.049,2.091,1.918,2.252,1.892,2.236,2.266,4.54639911820656e-07
1.831,1.989,1.98,1.9,2.115,2.1,2.102,2.011,1.13659977955164e-07
2.134,2.097,2.07,2.1,1.948,2.087,2.142,2.071,2.8414994488791e-08
