"Reference1","Reference2","Control057","Control058","Infected113","Infected114","Infected115","Infected116","dilution"
14.943,15.208,5.417,4.947,13.984,6.705,5.08,14.789,0.0611254724390829
15.345,15.275,4.182,3.628,13.483,5.069,3.957,14.488,0.0152813681097707
14.113,13.465,3.547,3.392,10.895,3.645,3.127,14.631,0.00382034202744268
11.815,13.15,2.891,3.184,7.709,3.271,2.78,13.753,0.00095508550686067
10.665,10.519,2.902,2.741,5.161,2.853,2.723,11.921,0.000238771376715168
8.041,7.963,3.24,2.647,4.075,2.847,2.901,7.47,5.96928441787919e-05
5.395,5.749,2.843,2.396,3.508,2.835,2.824,5.561,1.4923211044698e-05
4.012,4.081,2.632,2.654,3.164,2.954,3.032,4.39,3.73080276117449e-06
3.433,3.333,2.842,2.722,3.155,2.759,2.658,3.558,9.32700690293623e-07
3.076,3.112,3.042,2.884,2.832,2.964,2.764,3.02,2.33175172573406e-07
2.849,2.881,3.138,2.973,2.726,3.104,2.885,2.775,5.82937931433514e-08
2.743,2.887,2.961,2.961,2.913,3.017,3.073,3.15,1.45734482858379e-08
