"Reference1","Reference2","Control259","Control260","Infected517","Infected518","Infected519","Infected520","dilution"
7.289,7.001,4.022,3.566,7.253,7.613,7.335,7.208,0.121097178593275
7.082,7.367,3.271,3.175,7.023,7.107,6.911,7.153,0.0302742946483187
7.123,7.054,2.7,2.805,6.707,7.176,7.044,7.119,0.00756857366207967
6.927,6.991,2.244,2.66,5.497,7.213,6.074,6.819,0.00189214341551992
6.187,6.05,2.335,2.53,4.532,6.017,5.351,6.79,0.000473035853879979
5.456,4.913,2.696,2.447,3.682,4.71,4.385,5.23,0.000118258963469995
3.653,4.252,2.22,2.758,2.804,3.882,3.014,3.992,2.95647408674987e-05
3.153,3.002,2.448,2.411,2.648,3.125,2.888,3.401,7.39118521687468e-06
2.742,2.89,2.347,2.586,2.61,3.004,2.614,2.934,1.84779630421867e-06
2.424,2.622,2.64,2.547,2.488,2.475,2.338,2.584,4.61949076054667e-07
2.548,2.411,2.575,2.42,2.724,2.523,2.621,2.722,1.15487269013667e-07
2.577,2.312,2.227,2.536,2.57,2.556,2.109,2.437,2.88718172534167e-08
