"Reference1","Reference2","Control149","Control150","Infected297","Infected298","Infected299","Infected300","dilution"
13.52,12.578,5.768,5.521,12.887,13.2,5.98,12.489,0.136315637764043
13.655,13.007,4.362,4.345,11.098,13.108,4.49,9.548,0.0340789094410108
13.523,13.517,3.299,3.289,9.919,12.328,3.337,7.206,0.0085197273602527
12.695,12.367,3.077,3.027,6.506,10.083,3.097,5.542,0.00212993184006317
10.95,11.138,2.618,3.104,4.869,8.223,2.693,4.11,0.000532482960015793
9.1,8.662,2.841,2.7,3.247,5.474,2.784,3.498,0.000133120740003948
6.968,6.072,2.917,2.739,2.899,3.711,2.856,2.972,3.32801850009871e-05
4.417,4.465,2.762,3.071,3.117,3.225,2.957,2.875,8.32004625024677e-06
4.104,3.425,2.998,2.877,2.612,2.969,2.847,2.794,2.08001156256169e-06
2.918,2.532,2.801,2.863,2.925,2.69,2.833,2.815,5.20002890640423e-07
3.105,3.02,2.839,2.766,2.57,2.934,2.729,2.925,1.30000722660106e-07
2.81,2.845,2.849,2.706,2.781,2.956,2.856,2.789,3.25001806650265e-08
