"Reference1","Reference2","Control321","Control322","Infected641","Infected642","Infected643","Infected644","dilution"
13.953,13.692,4.896,5.053,13.343,13.887,12.907,14.093,0.0818034367759348
12.845,12.884,3.703,3.854,11.96,12.723,13.285,12.916,0.0204508591939837
12.118,12.355,3.038,3.259,11.29,13.042,12.809,12.407,0.00511271479849592
12.196,12.102,2.652,2.668,8.448,12.051,11.003,11.098,0.00127817869962398
10.512,10.67,2.56,2.543,5.134,10.28,9.941,9.152,0.000319544674905995
7.142,7.953,2.709,2.622,3.798,7.413,7.249,6.568,7.98861687264988e-05
5.438,5.164,2.566,2.616,3.009,5.114,4.829,4.883,1.99715421816247e-05
3.727,4.011,2.81,2.726,2.945,3.907,4.049,3.281,4.99288554540618e-06
3.028,3.085,2.691,2.778,2.752,3.351,3.105,2.89,1.24822138635154e-06
2.781,2.846,2.658,2.456,2.529,2.911,2.897,2.54,3.12055346587886e-07
2.575,2.63,2.736,2.964,2.724,2.888,2.765,2.442,7.80138366469715e-08
2.806,2.806,2.64,2.597,2.398,2.857,2.596,2.489,1.95034591617429e-08
