"Reference1","Reference2","Control305","Control306","Infected609","Infected610","Infected611","Infected612","dilution"
6.915,7.372,3.135,3.219,6.88,6.734,6.842,6.719,0.0975152626908368
7.474,7.065,2.603,2.53,6.902,7.109,6.963,6.908,0.0243788156727092
6.689,6.715,2.179,2.274,6.575,6.984,6.615,6.915,0.0060947039181773
6.198,6.397,1.924,2.096,6.696,6.281,6.235,6.215,0.00152367597954432
5.584,5.511,2.104,1.936,5.967,5.519,5.819,5.471,0.000380918994886081
4.43,3.986,1.954,1.807,4.634,4.495,4.271,4.311,9.52297487215203e-05
3.14,3.518,1.867,1.841,3.812,3.064,3.186,3.59,2.38074371803801e-05
2.572,2.662,2.097,2.007,2.7,2.633,2.543,2.19,5.95185929509502e-06
2.16,2.201,1.962,1.904,2.237,2.215,1.941,2.148,1.48796482377375e-06
1.978,2.111,1.867,1.838,2.088,2.157,2.024,2.085,3.71991205943439e-07
2.046,2.028,1.788,2.082,1.962,2.033,2.046,1.933,9.29978014858597e-08
1.914,1.81,1.841,1.971,1.843,1.772,1.867,1.756,2.32494503714649e-08
