"Reference1","Reference2","Control147","Control148","Infected293","Infected294","Infected295","Infected296","dilution"
16.766,17.291,5.583,5.406,16.177,17.565,7.01,6.354,0.0865993789071699
18.091,16.272,4.017,3.647,13.961,16.275,4.53,3.975,0.0216498447267925
17.249,15.626,2.948,2.849,9.868,13.67,3.409,3.045,0.00541246118169812
14.708,14.442,2.586,2.749,7.149,12.062,2.616,2.468,0.00135311529542453
12.336,12.311,2.553,2.399,4.947,7.957,2.529,2.535,0.000338278823856132
9.289,9.69,2.405,2.296,3.484,5.071,2.406,2.479,8.45697059640331e-05
5.782,6.398,2.461,2.372,2.575,3.344,2.424,2.522,2.11424264910083e-05
4.369,4.025,2.452,2.308,2.469,3.022,2.349,2.348,5.28560662275207e-06
3.142,3.083,2.341,2.216,2.303,2.57,2.535,2.573,1.32140165568802e-06
2.545,2.552,2.243,2.267,2.372,2.402,2.266,2.46,3.30350413922004e-07
2.392,2.633,2.272,2.479,2.228,2.41,2.533,2.404,8.25876034805011e-08
2.227,2.597,2.467,2.501,2.573,2.239,2.36,2.629,2.06469008701253e-08
